Iteration	Posterior	Likelihood	Prior	sigma
0	-447.7072	28.5628	-476.27	0.09760901
100	-471.9451	14.46603	-486.4112	0.09733248
200	-484.5131	3.334205	-487.8473	0.08585542
300	-426.3817	35.41012	-461.7918	0.09891976
400	-458.8829	10.49664	-469.3795	0.09111179
500	-492.4863	-11.24755	-481.2387	0.09682547
600	-483.0622	-11.78839	-471.2738	0.09872898
700	-471.4697	-0.158087	-471.3116	0.09590042
800	-467.697	6.439736	-474.1367	0.0981263
900	-472.8342	5.981245	-478.8155	0.09766567
1000	-494.4859	5.046667	-499.5326	0.09733324
