Iteration	Posterior	Likelihood	Prior	sigma
0	-43590.12	-43147.17	-442.9568	0.05915389
100	-66610.62	-66172.65	-437.9677	0.05951362
200	-107144.9	-106708	-436.8846	0.04697712
300	-36747.65	-36298.85	-448.8043	0.07846812
400	-21452.31	-21009.8	-442.5152	0.07896239
500	-19971.04	-19498.99	-472.0538	0.08444334
600	-179106.7	-178663.2	-443.4888	0.04248208
700	-31246.05	-30811.69	-434.362	0.06743991
800	-88193.79	-87725.45	-468.334	0.0652172
900	-68627.68	-68184.44	-443.2394	0.04892753
1000	-78386.28	-77927.33	-458.9443	0.06211167
