Iteration	Posterior	Likelihood	Prior	sigma
0	-474.5307	6.558376	-481.089	0.0989961
100	-486.0953	-5.424729	-480.6706	0.09033652
200	-498.7925	-15.31027	-483.4823	0.09607049
300	-494.9091	-14.60338	-480.3057	0.09958064
400	-591.3996	-118.0398	-473.3598	0.09868621
500	-486.519	-29.46306	-457.0559	0.09946258
600	-520.6898	-18.08323	-502.6066	0.09906956
700	-473.6516	1.390868	-475.0424	0.09440702
800	-500.6084	12.67665	-513.285	0.09800348
900	-487.1972	-23.19662	-464.0006	0.0976761
1000	-534.6558	-41.62766	-493.0281	0.09759318
