state	power	likelihood
260	0.145393	5.47746
270	0.145393	27.6102
280	0.145393	23.244
290	0.145393	27.9811
300	0.145393	35.4101
310	0.145393	20.8208
320	0.145393	13.9792
330	0.145393	11.9216
340	0.145393	22.042
350	0.145393	-3.76463
360	0.145393	18.1287
370	0.145393	29.8612
380	0.145393	10.836
390	0.145393	-5.24051
400	0.145393	10.4966
410	0.145393	15.43
420	0.145393	16.5673
430	0.145393	4.30839
440	0.145393	-13.0068
450	0.145393	-29.0252
460	0.145393	-17.0527
470	0.145393	-2.44112
480	0.145393	-3.69656
490	0.145393	-39.0644
500	0.145393	-11.2476
510	0.145393	4.38564
520	0.145393	32.2591
530	0.145393	-7.43766
540	0.145393	-24.1971
550	0.145393	5.30781
560	0.145393	-17.2078
570	0.145393	-14.6721
580	0.145393	2.71699
590	0.145393	-0.929416
600	0.145393	-11.7884
610	0.145393	1.15187
620	0.145393	-13.562
630	0.145393	-16.7474
640	0.145393	-52.2358
650	0.145393	-14.0417
660	0.145393	1.17417
670	0.145393	23.0306
680	0.145393	19.4726
690	0.145393	-33.1157
700	0.145393	-0.158087
710	0.145393	-13.0425
720	0.145393	-4.74597
730	0.145393	-17.7061
740	0.145393	27.151
750	0.145393	23.0667
760	0.145393	10.7663
770	0.145393	-3.23255
780	0.145393	-38.636
790	0.145393	26.5538
800	0.145393	6.43974
810	0.145393	9.69899
820	0.145393	5.46319
830	0.145393	22.3786
840	0.145393	18.8763
850	0.145393	16.1268
860	0.145393	7.555
870	0.145393	4.80115
880	0.145393	20.9067
890	0.145393	35.2517
900	0.145393	5.98125
910	0.145393	-9.21121
920	0.145393	18.8743
930	0.145393	34.19
940	0.145393	13.6685
950	0.145393	-9.51882
960	0.145393	8.80958
970	0.145393	24.0705
980	0.145393	25.3517
990	0.145393	29.6858
1000	0.145393	5.04667
