Iteration	Posterior	Likelihood	Prior	sigma
0	-492.122	-11.76881	-480.3532	0.09254602
100	-490.2462	-8.187458	-482.0587	0.09680464
200	-457.081	19.40198	-476.483	0.0996013
300	-482.166	-12.69423	-469.4718	0.09405919
400	-491.3429	-0.8556561	-490.4872	0.0993083
500	-461.4695	15.54798	-477.0174	0.09838406
600	-505.8204	-53.87927	-451.9411	0.09862822
700	-489.0689	-16.73889	-472.33	0.08766338
800	-506.9886	-18.08611	-488.9025	0.09734861
900	-469.5115	19.92575	-489.4372	0.09628293
1000	-468.642	18.60599	-487.248	0.09812014
