Iteration	Posterior	Likelihood	Prior	sigma
0	-1813.562	-1374.843	-438.7194	0.09930964
100	-2549.706	-2088.361	-461.3441	0.09999383
200	-1998.314	-1539.159	-459.1546	0.08467669
300	-1681.158	-1223.685	-457.4738	0.09605444
400	-2168.218	-1728.309	-439.9089	0.09656755
500	-2495.751	-2030.436	-465.3152	0.09851642
600	-1753.415	-1274.587	-478.8287	0.08497843
700	-1479.983	-1023.49	-456.4926	0.09823097
800	-2108.512	-1632.252	-476.2596	0.09557074
900	-914.3932	-462.211	-452.1823	0.0930665
1000	-2367.209	-1897.803	-469.4055	0.09927769
