Iteration	Posterior	Likelihood	Prior	sigma
0	-622.3397	-105.5655	-516.7742	0.09858888
100	-485.4306	-14.96581	-470.4648	0.0974572
200	-565.5487	-70.52692	-495.0218	0.09652809
300	-529.6489	-52.61967	-477.0292	0.09981977
400	-543.1683	-73.73307	-469.4352	0.09587906
500	-589.5294	-102.848	-486.6814	0.09748255
600	-534.9225	-60.24151	-474.6809	0.09589035
700	-545.3691	-72.87079	-472.4983	0.09630923
800	-557.2304	-95.07472	-462.1556	0.08845013
900	-479.1303	-4.754834	-474.3755	0.09849086
1000	-542.7207	-73.81878	-468.902	0.09652425
