Iteration	Posterior	Likelihood	Prior	sigma
0	-354.5109	96.14638	-450.6573	0.09884415
100	-355.6172	106.8042	-462.4215	0.09721573
200	-346.1348	112.4026	-458.5374	0.08686236
300	-359.985	105.3065	-465.2915	0.09352002
400	-375.7459	92.88331	-468.6292	0.09664222
500	-369.4922	102.1752	-471.6673	0.09799291
600	-377.6499	105.6304	-483.2802	0.09678605
700	-344.2589	122.485	-466.7438	0.09429676
800	-353.0108	121.1891	-474.1999	0.09596895
900	-371.5269	112.464	-483.9909	0.09129107
1000	-357.2783	116.8428	-474.1211	0.0999463
