Iteration	Posterior	Likelihood	Prior	sigma
0	-563.6317	-108.042	-455.5897	0.09862931
100	-639.0906	-161.0812	-478.0094	0.0988795
200	-716.7964	-257.765	-459.0313	0.09980958
300	-648.1047	-179.2365	-468.8681	0.09616911
400	-574.5102	-78.42073	-496.0895	0.09866933
500	-546.7664	-67.86834	-478.8981	0.09985815
600	-537.7936	-55.06357	-482.73	0.09500249
700	-498.8358	-16.09961	-482.7362	0.09957665
800	-701.8619	-219.1712	-482.6907	0.09886518
900	-546.5996	-75.14689	-471.4527	0.09790319
1000	-694.4419	-225.2643	-469.1776	0.0952561
