Iteration	Posterior	Likelihood	Prior	sigma
0	-6419.979	-5969.137	-450.8421	0.09883348
100	-4628.335	-4180.839	-447.4955	0.09745915
200	-1210.834	-745.0043	-465.8302	0.09533077
300	-2684.621	-2216.511	-468.1096	0.08515643
400	-8176.147	-7719.582	-456.5647	0.09691077
500	-3181.492	-2718.827	-462.6654	0.09877544
600	-8210.775	-7764.472	-446.3034	0.08651687
700	-6548.642	-6074.273	-474.3684	0.09145533
800	-6754.33	-6285.062	-469.2674	0.09749632
900	-5524.61	-5100.125	-424.4855	0.09449501
1000	-5726.502	-5292.868	-433.6332	0.09921432
