Iteration	Posterior	Likelihood	Prior	sigma
0	-486.1272	-15.64317	-470.4841	0.09808849
100	-457.799	-4.329484	-453.4695	0.09662753
200	-442.127	49.2063	-491.3333	0.09612363
300	-466.4305	36.08186	-502.5124	0.09512086
400	-420.7894	31.42798	-452.2174	0.09840197
500	-500.1495	-24.74403	-475.4055	0.09983605
600	-460.5668	11.59712	-472.164	0.09944461
700	-454.7678	11.60411	-466.3719	0.0979616
800	-471.3524	1.352759	-472.7052	0.09726379
900	-466.9375	8.654095	-475.5916	0.0980681
1000	-468.5987	10.85705	-479.4558	0.09072318
