Iteration	Posterior	Likelihood	Prior	sigma
0	-540.8866	-67.79199	-473.0946	0.09467316
100	-608.4562	-132.1699	-476.2863	0.09874727
200	-509.4714	-26.24219	-483.2292	0.08447845
300	-477.3268	8.553472	-485.8802	0.09746735
400	-557.0172	-76.5445	-480.4727	0.09373793
500	-496.0379	-19.85291	-476.185	0.0953932
600	-508.7318	-43.37789	-465.3539	0.09898838
700	-471.4943	-1.630392	-469.8639	0.09782995
800	-477.1473	-15.52084	-461.6265	0.09543201
900	-467.8727	-1.818109	-466.0546	0.09400658
1000	-504.9483	-31.30694	-473.6414	0.09738004
