Iteration	Posterior	Likelihood	Prior	sigma
0	-463.2298	22.97619	-486.206	0.09971061
100	-485.0986	-13.94048	-471.1581	0.0994757
200	-470.5584	10.34676	-480.9052	0.09739918
300	-521.968	-43.69351	-478.2745	0.0972425
400	-462.662	20.80851	-483.4705	0.09939309
500	-476.5445	17.67899	-494.2235	0.09636611
600	-454.9226	10.72013	-465.6428	0.09783697
700	-436.6198	29.89556	-466.5154	0.09683841
800	-472.5268	11.49265	-484.0194	0.09728306
900	-475.2322	13.46748	-488.6997	0.08747768
1000	-460.122	15.9606	-476.0826	0.0907201
