Iteration	Posterior	Likelihood	Prior	sigma
0	-434.3697	48.59792	-482.9676	0.0998226
100	-400.0594	61.36223	-461.4217	0.09916212
200	-443.4421	47.59495	-491.037	0.09881435
300	-438.9561	45.37972	-484.3358	0.09846388
400	-424.2437	61.64412	-485.8879	0.09852915
500	-401.2165	53.85166	-455.0682	0.09954678
600	-412.3358	52.05499	-464.3908	0.09812603
700	-421.4295	58.79913	-480.2286	0.09590611
800	-437.614	40.43095	-478.0449	0.09877392
900	-424.2093	50.41249	-474.6217	0.0961991
1000	-409.8497	51.49598	-461.3457	0.09738596
