Iteration	Posterior	Likelihood	Prior	sigma
0	-8866.225	-8430.486	-435.7393	0.09288443
100	-17445.06	-16989.54	-455.5205	0.07509636
200	-4432.629	-3964.478	-468.1516	0.09634626
300	-14443.74	-13998.79	-444.952	0.08073839
400	-5939.333	-5485.003	-454.33	0.08922098
500	-11939.72	-11491.29	-448.4293	0.09536829
600	-19916.36	-19480.24	-436.1125	0.09911048
700	-7462.763	-7010.623	-452.1394	0.09655087
800	-12442.97	-12006.68	-436.2955	0.08274372
900	-14690.41	-14242.41	-448.0022	0.08123081
1000	-11256.66	-10804.92	-451.7377	0.09900123
