Iteration	Posterior	Likelihood	Prior	sigma
0	-1246.426	-800.5322	-445.8941	0.09722315
100	-1066.611	-594.5816	-472.0296	0.09620748
200	-1110.011	-629.4241	-480.5871	0.09623481
300	-1025.629	-545.2094	-480.4193	0.09439673
400	-653.3054	-187.9288	-465.3767	0.09990529
500	-860.8523	-401.4162	-459.4361	0.09470186
600	-1031.072	-575.2622	-455.8102	0.09747587
700	-728.1704	-272.4268	-455.7436	0.09791546
800	-1644.633	-1175.702	-468.9311	0.09368667
900	-682.7227	-187.7923	-494.9305	0.09641055
1000	-1177.466	-700.5469	-476.9186	0.0996942
