Iteration	Posterior	Likelihood	Prior	sigma
0	-1678.131	-1216.355	-461.7757	0.09700119
100	-2613.376	-2165.607	-447.7689	0.09350183
200	-3657.324	-3205.185	-452.1395	0.09689367
300	-2420.264	-1963.224	-457.0404	0.08767916
400	-6221.883	-5775.097	-446.7859	0.09911212
500	-1764.693	-1291.26	-473.4332	0.0985031
600	-2166.261	-1720.56	-445.7008	0.09196851
700	-3978.268	-3515.813	-462.455	0.09915928
800	-2655.149	-2210.328	-444.8208	0.08972762
900	-1891.775	-1449.793	-441.9825	0.09876477
1000	-5384.463	-4933.977	-450.4862	0.09410226
