Iteration	Posterior	Likelihood	Prior	sigma
0	-66263.46	-65820.55	-442.9105	0.05137319
100	-16642.27	-16199.41	-442.865	0.0867501
200	-185775	-185332	-442.9603	0.06016729
300	-12301.13	-11869.33	-431.7975	0.09046126
400	-312981.2	-312538.4	-442.7639	0.02705445
500	-27286.51	-26833.26	-453.2461	0.08773475
600	-83716.34	-83271.72	-444.62	0.05986418
700	-574926.2	-574498.5	-427.7694	0.02375367
800	-165555.9	-165115.4	-440.5376	0.03741636
900	-32934.66	-32491.19	-443.4759	0.08308635
1000	-50340.51	-49905.83	-434.6756	0.07459858
