Iteration	Posterior	Likelihood	Prior	sigma
0	-399.5413	63.9671	-463.5084	0.08937677
100	-420.4857	39.28066	-459.7664	0.09373504
200	-470.927	19.45108	-490.3781	0.09601112
300	-439.1237	37.02583	-476.1496	0.09982671
400	-435.6905	41.91618	-477.6067	0.09982104
500	-435.9914	26.56707	-462.5585	0.09955337
600	-463.0141	45.36682	-508.381	0.09773469
700	-459.802	35.77918	-495.5812	0.09683816
800	-412.4678	55.11053	-467.5783	0.0967166
900	-408.2339	63.55022	-471.7841	0.09759117
1000	-430.5242	41.08337	-471.6076	0.09693262
