Iteration	Posterior	Likelihood	Prior	sigma
0	-350.923	119.414	-470.337	0.09435797
100	-337.1464	116.6989	-453.8453	0.09667544
200	-342.0755	113.2979	-455.3734	0.08918178
300	-334.362	121.3324	-455.6944	0.08865602
400	-327.716	142.2537	-469.9697	0.0905497
500	-344.3566	125.505	-469.8615	0.09672557
600	-336.3694	132.6269	-468.9963	0.09704267
700	-332.6151	131.5173	-464.1324	0.09976725
800	-349.1863	125.2641	-474.4504	0.09954537
900	-345.3881	137.9745	-483.3626	0.09436515
1000	-355.7259	130.965	-486.6908	0.09769642
