Iteration	Posterior	Likelihood	Prior	sigma
0	-2266.771	-1813.063	-453.7088	0.09931327
100	-1335.707	-886.7396	-448.9675	0.09719572
200	-783.4386	-320.429	-463.0096	0.09947466
300	-783.8451	-330.153	-453.6922	0.09733555
400	-1439.351	-978.4051	-460.9455	0.09189302
500	-800.7042	-320.8919	-479.8124	0.08981728
600	-1353.627	-894.2648	-459.3626	0.09734521
700	-1558.125	-1102.602	-455.522	0.09738929
800	-753.0369	-270.1868	-482.8501	0.09497415
900	-1352.576	-885.7359	-466.8397	0.09214383
1000	-1234.227	-767.7146	-466.512	0.09927201
