Iteration	Posterior	Likelihood	Prior	sigma
0	-489.9145	-31.05669	-458.8578	0.09950033
100	-663.412	-169.1215	-494.2905	0.09748467
200	-503.7656	-37.42419	-466.3415	0.09177645
300	-603.3482	-155.274	-448.0742	0.09917005
400	-554.298	-68.7988	-485.4992	0.09665655
500	-465.9686	6.039133	-472.0077	0.09938088
600	-544.5681	-79.5064	-465.0617	0.09024277
700	-571.043	-100.3265	-470.7165	0.08649633
800	-544.6095	-63.72324	-480.8863	0.09809172
900	-469.7865	-4.214505	-465.572	0.09746743
1000	-502.8401	-24.98546	-477.8546	0.09567775
