Iteration	Posterior	Likelihood	Prior	sigma
0	-933.7474	-485.4052	-448.3422	0.09630375
100	-876.2798	-393.1617	-483.1181	0.09209228
200	-746.0799	-295.1597	-450.9202	0.0946863
300	-811.4983	-346.5419	-464.9564	0.09913219
400	-642.0048	-172.283	-469.7218	0.09975904
500	-1187.402	-740.0276	-447.3743	0.09565299
600	-1163.63	-703.3854	-460.2441	0.09817825
700	-1340.513	-887.2353	-453.2773	0.09522717
800	-722.3372	-230.2043	-492.133	0.09840964
900	-780.2404	-316.8331	-463.4073	0.09623302
1000	-1176.431	-711.1808	-465.2505	0.09440337
