Iteration	Posterior	Likelihood	Prior	sigma
0	-18509.98	-18060.92	-449.0595	0.0860485
100	-15266.17	-14813.53	-452.6442	0.07762978
200	-28469.09	-28027.3	-441.7871	0.06123302
300	-18151.16	-17713.31	-437.857	0.07728207
400	-17484.83	-17049.55	-435.2827	0.09804829
500	-14799.28	-14372.26	-427.0202	0.09148713
600	-10434.15	-9990.723	-443.4315	0.08025416
700	-10000.4	-9537.003	-463.4015	0.0947699
800	-19653.27	-19200.48	-452.7904	0.05398874
900	-11783.71	-11351.43	-432.2887	0.08274489
1000	-21610.79	-21175.04	-435.7479	0.07442605
