Iteration	Posterior	Likelihood	Prior	sigma
0	-1617.492	-1166.546	-450.9459	0.09051034
100	-2532.425	-2073.286	-459.1391	0.09637806
200	-896.9263	-426.3026	-470.6238	0.09846739
300	-1730.233	-1290.03	-440.2034	0.09799837
400	-1763.667	-1319.853	-443.8139	0.09911915
500	-1581.907	-1116.088	-465.8195	0.08749741
600	-1575.091	-1107.047	-468.0447	0.09637811
700	-1346.499	-882.2194	-464.2797	0.09459129
800	-1740.166	-1284.893	-455.2728	0.09566996
900	-1134.279	-679.6218	-454.657	0.09980389
1000	-1380.504	-930.3123	-450.192	0.09849781
