Iteration	Posterior	Likelihood	Prior	sigma
0	-873.6222	-377.8427	-495.7795	0.09977447
100	-825.9371	-367.1396	-458.7975	0.09919717
200	-1052.911	-580.7261	-472.185	0.09967658
300	-584.8609	-113.8399	-471.021	0.09340376
400	-1022.781	-566.0365	-456.7448	0.09825717
500	-741.2302	-263.1467	-478.0835	0.09956529
600	-890.1485	-425.2564	-464.8921	0.09771732
700	-765.6236	-308.6877	-456.9359	0.09716358
800	-696.9579	-213.2216	-483.7363	0.08633632
900	-846.8892	-397.0884	-449.8008	0.09816223
1000	-837.1696	-368.0374	-469.1322	0.09316982
