Iteration	Posterior	Likelihood	Prior	sigma
0	-379.3877	82.05415	-461.4419	0.09951737
100	-386.1082	68.47999	-454.5881	0.09839227
200	-426.0705	64.84747	-490.9179	0.09775977
300	-423.7136	61.64314	-485.3568	0.09883732
400	-410.2452	67.38358	-477.6288	0.08013225
500	-425.7206	64.65989	-490.3805	0.09559273
600	-425.0645	61.3016	-486.3661	0.0994947
700	-429.03	62.06219	-491.0922	0.09814406
800	-401.7452	63.47738	-465.2225	0.09317443
900	-441.7853	57.06979	-498.8551	0.09122327
1000	-405.521	68.29105	-473.8121	0.09087749
