Iteration	Posterior	Likelihood	Prior	sigma
0	-399.2861	73.86085	-473.147	0.09736983
100	-380.4718	85.32103	-465.7928	0.09860801
200	-382.3028	86.22546	-468.5282	0.09427102
300	-392.8863	86.97335	-479.8597	0.09536972
400	-378.6881	78.25521	-456.9433	0.09952945
500	-390.339	89.26159	-479.6006	0.0978388
600	-378.4264	79.43705	-457.8634	0.09889658
700	-408.0401	75.99989	-484.04	0.09603559
800	-395.7815	70.73885	-466.5203	0.09189082
900	-377.253	85.31068	-462.5637	0.09765019
1000	-426.9419	63.52902	-490.4709	0.09937371
