Iteration	Posterior	Likelihood	Prior	sigma
0	-415.2904	59.59539	-474.8858	0.09972173
100	-448.6194	46.95868	-495.578	0.0999791
200	-405.6545	60.2201	-465.8746	0.09845324
300	-402.0489	68.99169	-471.0406	0.09195887
400	-409.8418	74.99893	-484.8408	0.0980289
500	-414.2665	51.10101	-465.3675	0.09885423
600	-426.3141	53.81638	-480.1305	0.09436299
700	-416.027	57.7436	-473.7706	0.09883064
800	-430.7572	62.35117	-493.1084	0.0963602
900	-403.8341	71.46263	-475.2968	0.091527
1000	-404.0195	67.58027	-471.5998	0.09644482
