Iteration	Posterior	Likelihood	Prior	sigma
0	-13688.75	-13241	-447.7479	0.09835635
100	-27213.46	-26775.76	-437.694	0.09034527
200	-8736.821	-8292.142	-444.6794	0.09912256
300	-17070.69	-16621.58	-449.1104	0.09273892
400	-11001.52	-10575.22	-426.3008	0.0894511
500	-11697.57	-11237.13	-460.4383	0.08815335
600	-41774.11	-41298.25	-475.8632	0.06218712
700	-9383.53	-8951.184	-432.3465	0.08361404
800	-9412.677	-8975.432	-437.2447	0.09312068
900	-7163.673	-6712.187	-451.4859	0.09482739
1000	-29587.59	-29157.84	-429.7479	0.09182413
