Iteration	Posterior	Likelihood	Prior	sigma
0	-434.5908	42.35476	-476.9455	0.08669629
100	-452.707	42.41265	-495.1196	0.09506892
200	-461.6655	15.43324	-477.0987	0.09948162
300	-451.9865	22.40682	-474.3934	0.09586736
400	-441.3775	29.17717	-470.5546	0.09825505
500	-466.3016	37.60856	-503.9102	0.09628978
600	-466.7597	15.90688	-482.6666	0.09971909
700	-455.8939	11.08923	-466.9831	0.09843036
800	-452.7619	22.18459	-474.9465	0.09967947
900	-467.4512	22.64155	-490.0928	0.09006725
1000	-438.9501	27.99574	-466.9458	0.09836211
