Iteration	Posterior	Likelihood	Prior	sigma
0	-467.3168	16.95918	-484.276	0.09797856
100	-472.118	12.02418	-484.1422	0.0889883
200	-459.7031	25.72987	-485.4329	0.09765944
300	-449.302	24.18719	-473.4892	0.09888726
400	-456.9594	9.151966	-466.1113	0.09825757
500	-446.6457	30.08051	-476.7262	0.0996151
600	-475.0668	13.42313	-488.49	0.09671337
700	-477.1559	6.345926	-483.5019	0.09848856
800	-504.6086	-7.501787	-497.1068	0.09915075
900	-440.1392	30.68876	-470.828	0.09673302
1000	-448.1165	29.14529	-477.2618	0.09430245
