Iteration	Posterior	Likelihood	Prior	sigma
0	-8252.169	-7801.774	-450.3953	0.08862621
100	-8674.693	-8232.437	-442.2558	0.09544141
200	-10962.69	-10518.99	-443.7023	0.09544728
300	-5865.063	-5423.172	-441.8909	0.08923594
400	-8527.86	-8057.108	-470.7527	0.09005839
500	-8730.905	-8277.868	-453.0364	0.09813276
600	-9992.34	-9523.802	-468.5378	0.08527395
700	-5536.703	-5081.529	-455.1739	0.09742507
800	-9781.273	-9335.352	-445.9207	0.09615756
900	-11433.95	-10967.14	-466.8104	0.07640968
1000	-9726.574	-9279.078	-447.4957	0.08965088
