Iteration	Posterior	Likelihood	Prior	sigma
0	170.3975	586.1118	-415.7143	0.3654915
100	-2080.732	-1658.301	-422.4315	1.236665
200	-3519.001	-3101.883	-417.1179	2.651577
300	-7244.063	-6832.589	-411.4742	17.8949
400	75.71926	490.3447	-414.6254	0.1929537
500	-1525.196	-1110.289	-414.9066	1.040871
600	-6444.425	-6029.225	-415.2006	11.66441
700	-5825.733	-5408.975	-416.7578	8.490781
800	-1464.439	-1051.232	-413.2062	0.9956997
900	652.2701	1067.946	-415.6759	0.1455342
1000	-12712	-12293.22	-418.7873	0.03864047
