Iteration	Posterior	Likelihood	Prior	sigma
0	1562.536	1977.53	-414.9945	0.1370733
100	1504.138	1920.914	-416.7766	0.1553426
200	1273.019	1688.264	-415.2447	0.1388753
300	1642.623	2061.356	-418.7337	0.1259635
400	1525.446	1943.179	-417.7332	0.1416478
500	1660.455	2082.305	-421.8507	0.1306541
600	1625.419	2042.737	-417.3181	0.1521185
700	1384.119	1799.594	-415.4752	0.1446085
800	1229.078	1645.885	-416.8063	0.1576617
900	1088.786	1504.367	-415.5812	0.08492726
1000	1095.559	1510.773	-415.2143	0.2498148
