Iteration	Posterior	Likelihood	Prior	sigma
0	4249.534	4638.619	-389.0847	0.05923468
100	4269.131	4659.048	-389.9174	0.05711315
200	4271.817	4661.791	-389.9739	0.05782767
300	4251.121	4640.926	-389.8054	0.05869333
400	4244.834	4636.883	-392.0491	0.05290947
500	4268.413	4658.779	-390.3658	0.05574749
600	4252.565	4642.849	-390.2833	0.0566428
700	4268.613	4658.1	-389.4876	0.05883081
800	4240.627	4632.414	-391.7879	0.05450253
900	4266.508	4656.559	-390.0506	0.05720544
1000	4248.971	4639.882	-390.9114	0.05619139
