Iteration	Posterior	Likelihood	Prior	sigma
0	3123.052	3541.492	-418.4401	0.06003295
100	3099.843	3519.13	-419.2876	0.05945373
200	3087.171	3503.14	-415.9692	0.06124104
300	3209.058	3627.41	-418.3515	0.05700888
400	3260.922	3680.455	-419.5323	0.05519422
500	3126.83	3547.09	-420.2596	0.05631956
600	3089.974	3508.699	-418.7252	0.05792162
700	3092.433	3509.092	-416.6593	0.06214729
800	3104.766	3522.894	-418.1278	0.06159348
900	3034.313	3449.748	-415.4357	0.06794234
1000	3104.451	3523.471	-419.0195	0.061734
