Iteration	Posterior	Likelihood	Prior	sigma
0	383.1323	796.3778	-413.2455	0.08158359
100	238.3676	651.2855	-412.9179	0.3382779
200	1154.801	1568.158	-413.3573	0.2281965
300	1410.094	1821.148	-411.0535	0.1047143
400	1128.574	1542.663	-414.0891	0.2380932
500	-66.13647	351.9543	-418.0908	0.461032
600	834.5982	1248.655	-414.0564	0.2882947
700	77.45865	488.0996	-410.6409	0.4660386
800	768.3545	1184.67	-416.3159	0.2871469
900	1185.399	1599.623	-414.2239	0.2232671
1000	1038.992	1451.333	-412.341	0.1615338
