Iteration	Posterior	Likelihood	Prior	sigma
0	-7731.465	-7313.347	-418.1174	21.31784
100	-5776.738	-5360.813	-415.9251	0.07935738
200	-1634.693	-1214.208	-420.485	0.9963658
300	-2352.478	-1933.509	-418.9684	1.48195
400	-4868.914	-4456.355	-412.559	5.418832
500	-5997.433	-5580.963	-416.4696	8.705917
600	-6421.377	-6002.294	-419.0829	10.56598
700	-371.6139	46.14372	-417.7576	0.3086798
800	251.6995	669.316	-417.6165	0.3895294
900	-5354.813	-4933.041	-421.7724	6.343128
1000	-406.3606	11.39436	-417.7549	0.5450554
