Iteration	Posterior	Likelihood	Prior	sigma
0	2646.378	3064.882	-418.5044	0.07645306
100	2700.314	3120.885	-420.5702	0.0650064
200	2453.889	2870.27	-416.381	0.0975206
300	2536.777	2957.175	-420.3981	0.08029508
400	2563.413	2984.775	-421.3618	0.07741048
500	2578.604	2998.98	-420.3764	0.07969458
600	2649.962	3068.915	-418.9532	0.07000093
700	2676.511	3097.473	-420.9625	0.07265411
800	2674.779	3091.631	-416.8524	0.07273497
900	2784.856	3204.585	-419.7288	0.07053418
1000	2632.97	3052.121	-419.1511	0.07679073
