Iteration	Posterior	Likelihood	Prior	sigma
0	807.8159	1225.442	-417.6265	0.2792975
100	-3039.898	-2618.232	-421.6659	1.970578
200	-743421.4	-743003.6	-417.8668	0.0107705
300	-706.7054	-294.5204	-412.185	0.7116638
400	194.906	609.7687	-414.8627	0.4168954
500	-7446.269	-7028.635	-417.6333	19.12304
600	-3769.311	-3355.99	-413.3206	0.1145491
700	-1021.265	-606.6998	-414.5655	0.7963391
800	-6920.403	-6502.232	-418.1709	13.96383
900	-6997.94	-6578.418	-419.5225	14.18347
1000	743.0944	1159.369	-416.2745	0.1633108
