Iteration	Posterior	Likelihood	Prior	sigma
0	2293.88	2712.601	-418.7208	0.09012466
100	2197.923	2621.141	-423.2174	0.08523723
200	2154.377	2578.137	-423.7593	0.09259724
300	2252.698	2677.228	-424.5298	0.09979534
400	2175.166	2596.861	-421.6949	0.08857646
500	2099.255	2521.744	-422.4892	0.0945705
600	2292.762	2713.5	-420.7377	0.09339549
700	2227.314	2644.685	-417.3708	0.08503334
800	2264.77	2683.502	-418.732	0.08716247
900	2337.888	2753.793	-415.9048	0.09413363
1000	2338.415	2759.487	-421.0722	0.09713582
