Iteration	Posterior	Likelihood	Prior	sigma
0	1776.088	2187.459	-411.3706	0.1339029
100	1862.967	2279.389	-416.4229	0.1262706
200	1911.902	2326.616	-414.7137	0.09627547
300	1995.366	2410.813	-415.4468	0.1098451
400	1906.383	2327.198	-420.8148	0.09535401
500	1899.334	2320.144	-420.8104	0.09849998
600	1919.438	2340.853	-421.4157	0.1176347
700	1664.171	2085.135	-420.9641	0.1512852
800	1798.06	2215.725	-417.6652	0.1410446
900	1868.776	2286.038	-417.2625	0.1038906
1000	1837.116	2255.369	-418.253	0.132299
