Iteration	Posterior	Likelihood	Prior	sigma
0	-6671.618	-6255.352	-416.2667	12.9945
100	-7953.051	-7535.149	-417.902	23.80787
200	63.90435	472.0086	-408.1042	0.5005055
300	-8539.783	-8128.043	-411.7399	33.91025
400	-2462.19	-2045.609	-416.5807	1.626857
500	-2923.265	-2504.325	-418.9397	2.009879
600	-2021.048	-1604.504	-416.5436	1.311204
700	-7635.379	-7220.058	-415.3211	20.78232
800	-11076.65	-10655.62	-421.0319	108.5885
900	575.4469	990.1278	-414.6809	0.3075312
1000	-1240.302	-823.1583	-417.1434	0.8681458
