Iteration	Posterior	Likelihood	Prior	sigma
0	3477.906	3890.48	-412.5735	0.05584198
100	3537.647	3951.433	-413.7862	0.05286331
200	3490.117	3901.589	-411.4725	0.05344984
300	3571.301	3982.38	-411.0786	0.05248883
400	3468.056	3883.611	-415.5549	0.05116832
500	3391.971	3810.173	-418.2015	0.05279436
600	3466.319	3881.216	-414.8968	0.05266361
700	3500.986	3913.925	-412.9387	0.05091232
800	3522.273	3936.934	-414.6608	0.04836506
900	3558.954	3969.829	-410.8758	0.05188673
1000	3521.334	3930.93	-409.5962	0.05616904
