Iteration	Posterior	Likelihood	Prior	sigma
0	4008.788	4405.553	-396.7654	0.05516938
100	4038.618	4436.619	-398.0011	0.05172674
200	4015.153	4413.123	-397.9694	0.0545561
300	3960.676	4361.237	-400.5608	0.05326827
400	3951.121	4352.01	-400.8891	0.05245908
500	3974.957	4375.257	-400.2999	0.05101914
600	3969.338	4369.805	-400.4668	0.05256921
700	4006.951	4403.764	-396.8127	0.05616173
800	3962.849	4361.232	-398.3836	0.05546759
900	4019.762	4417.333	-397.5712	0.0556464
1000	3978.587	4376.27	-397.6826	0.05484843
