Iteration	Posterior	Likelihood	Prior	sigma
0	1899.965	2321.466	-421.501	0.09548783
100	1918.27	2339.506	-421.2364	0.1101432
200	1772.686	2193.046	-420.3603	0.1227899
300	1923.459	2346.602	-423.143	0.1178692
400	1743.258	2163.622	-420.3643	0.1189325
500	1955.996	2371.726	-415.7301	0.09597954
600	1940.62	2358.055	-417.4356	0.1067112
700	2094.518	2512.668	-418.1509	0.09991086
800	1863.382	2283.18	-419.7976	0.08947046
900	1968.729	2390.087	-421.3578	0.1151651
1000	2011.663	2429.922	-418.2593	0.09960273
