Iteration	Posterior	Likelihood	Prior	sigma
0	4151.936	4546.519	-394.5827	0.05461824
100	4093.152	4491.87	-398.7187	0.05114405
200	4120.316	4514.378	-394.062	0.0553536
300	4100.575	4496.19	-395.6143	0.05442473
400	4109.158	4504.608	-395.4495	0.05290359
500	4134.138	4528.332	-394.1943	0.0584715
600	4110.622	4504.108	-393.4854	0.0577163
700	4147.843	4540.983	-393.1402	0.05495927
800	4121.106	4517.837	-396.7309	0.05035113
900	4165.516	4558.305	-392.7891	0.05577394
1000	4183.762	4575.538	-391.7756	0.05580001
