Iteration	Posterior	Likelihood	Prior	sigma
0	-4452.32	-4039.006	-413.3138	4.336838
100	-528.5577	-112.7526	-415.8051	0.5938773
200	-4493.729	-4080.816	-412.9134	4.527916
300	-4202.564	-3787.584	-414.9801	3.923316
400	-1737.319	-1323.284	-414.0347	1.105574
500	-2048.125	-1633.04	-415.0847	1.325757
600	-5693.648	-5280.995	-412.653	8.163691
700	-3732.317	-3313.139	-419.1782	2.894794
800	-2812.717	-2389.611	-423.1063	1.774919
900	-22363.07	-21944.62	-418.452	0.03110414
1000	-5571.703	-5155.662	-416.0414	7.226308
