Iteration	Posterior	Likelihood	Prior	sigma
0	3806.639	4209.268	-402.6296	0.0536755
100	3827.469	4230.936	-403.4672	0.05517447
200	3848.098	4248.925	-400.8265	0.05393746
300	3820.646	4226.744	-406.0976	0.05288267
400	3854.078	4255.9	-401.8226	0.05343925
500	3874.477	4275.697	-401.2196	0.05510238
600	3888.127	4289.88	-401.7526	0.05280295
700	3838.457	4243.404	-404.9471	0.05464835
800	3834.155	4236.991	-402.836	0.0522927
900	3785.851	4187.327	-401.4757	0.05227831
1000	3828.357	4230.708	-402.3505	0.05606736
