Iteration	Posterior	Likelihood	Prior	sigma
0	-251.6103	165.8792	-417.4895	0.5123327
100	-1884.908	-1473.263	-411.6447	1.298967
200	1195.868	1616.382	-420.5141	0.1572114
300	-2651.367	-2236.318	-415.0484	1.794785
400	1364.024	1781.455	-417.4318	0.1547388
500	-1843.136	-1429.611	-413.5259	1.190837
600	-871.6418	-455.5627	-416.079	0.6954045
700	-11299.31	-10886.02	-413.2889	123.7387
800	-4705.943	-4289.068	-416.8746	4.643553
900	-1058.309	-639.3371	-418.972	0.3896136
1000	-337.438	81.29144	-418.7294	0.525987
