Iteration	Posterior	Likelihood	Prior	sigma
0	3748.551	4154.536	-405.9851	0.05411539
100	3761.946	4168.497	-406.5507	0.05335735
200	3732.637	4133.134	-400.4968	0.05951711
300	3762.844	4163.841	-400.9967	0.0567755
400	3759.754	4164.712	-404.9575	0.05589059
500	3795.223	4196.558	-401.3356	0.05530778
600	3775.941	4181.841	-405.8998	0.05276223
700	3758.748	4163	-404.2517	0.05452964
800	3751.226	4159.003	-407.7769	0.05135173
900	3719.689	4126.197	-406.508	0.05256713
1000	3686.073	4095.641	-409.5683	0.05409445
