Iteration	Posterior	Likelihood	Prior	sigma
0	3939.769	4339.343	-399.5733	0.05478831
100	3986.17	4385.437	-399.2669	0.05464529
200	4006.37	4405.635	-399.2649	0.05275859
300	4012.941	4412.572	-399.6309	0.05252218
400	3972.345	4372.282	-399.9374	0.05332462
500	3931.94	4331.838	-399.8983	0.05325489
600	3883.605	4287.309	-403.7045	0.05558426
700	3929.108	4332.401	-403.2932	0.04999806
800	3965.67	4366.802	-401.1319	0.05182247
900	3899.498	4302.567	-403.069	0.05419517
1000	3891.107	4294.449	-403.3427	0.05147017
