Iteration	Posterior	Likelihood	Prior	sigma
0	4203.921	4597.629	-393.7076	0.05311179
100	4214.245	4608.685	-394.4402	0.05300826
200	4245.877	4637.475	-391.5981	0.05574311
300	4215.489	4606.602	-391.1128	0.0591169
400	4204.61	4597.075	-392.4652	0.05390076
500	4189.638	4582.622	-392.9843	0.05514855
600	4216.487	4610.076	-393.5895	0.05435994
700	4168.502	4561.376	-392.8737	0.05362892
800	4192.481	4585.484	-393.0032	0.05776699
900	4214.654	4607.937	-393.2835	0.05377813
1000	4188.52	4584.315	-395.7949	0.05450614
