Iteration	Posterior	Likelihood	Prior	sigma
0	4279.066	4669.781	-390.715	0.05766355
100	4286.868	4676.181	-389.3131	0.05614151
200	4298.628	4688.252	-389.6237	0.05754158
300	4265.851	4656.794	-390.9429	0.05415852
400	4277.552	4668.201	-390.6496	0.05666151
500	4295.242	4686.181	-390.9393	0.05834811
600	4268.53	4660.491	-391.9611	0.05433833
700	4276.647	4666.168	-389.5213	0.05837873
800	4295.493	4683.83	-388.3371	0.05958173
900	4277.241	4666.778	-389.5374	0.0580706
1000	4290.087	4678.561	-388.4739	0.05892934
