Iteration	Posterior	Likelihood	Prior	sigma
0	2102.622	2520.779	-418.1566	0.1057215
100	2149.313	2570.106	-420.7928	0.09569545
200	2043.67	2463.335	-419.6656	0.1078273
300	2064.745	2481.903	-417.1581	0.1068192
400	2088.041	2507.621	-419.58	0.1143113
500	1982.436	2404.59	-422.1545	0.09456394
600	2077.441	2502.785	-425.3446	0.1057002
700	2188.94	2606.254	-417.3135	0.09473366
800	2126.881	2545.841	-418.9596	0.1013137
900	1957.163	2373.993	-416.8303	0.1214711
1000	2188.432	2609.516	-421.0837	0.08684262
