Iteration	Posterior	Likelihood	Prior	sigma
0	1714.374	2127.178	-412.8033	0.1155825
100	1034.402	1449.199	-414.7968	0.1290169
200	1753.931	2172.143	-418.2123	0.09331528
300	1565.146	1983.951	-418.8058	0.1217523
400	1054.086	1467.54	-413.4538	0.2497677
500	1692.79	2105.892	-413.1025	0.1413581
600	1294.633	1711.824	-417.1914	0.158013
700	1627.351	2043.617	-416.2662	0.1211826
800	1172.278	1584.572	-412.2942	0.2240856
900	1307.053	1720.893	-413.84	0.1962376
1000	1201.224	1619.623	-418.3993	0.1600628
