Iteration	Posterior	Likelihood	Prior	sigma
0	1572.25	1985.43	-413.1793	0.1478951
100	523.2892	935.0281	-411.739	0.3404894
200	1562.098	1972.315	-410.2163	0.1489791
300	1343.811	1757.778	-413.9678	0.09392777
400	1438.079	1857.135	-419.0565	0.1053582
500	1538.108	1956.613	-418.5043	0.1007776
600	1794.862	2214.439	-419.5768	0.1270286
700	1082.91	1499.775	-416.8654	0.1475616
800	1612.86	2027.672	-414.8124	0.1554848
900	1608.077	2028.925	-420.8478	0.1507403
1000	1490.621	1905.095	-414.4741	0.1362051
