Iteration	Posterior	Likelihood	Prior	sigma
0	4348.308	4734.276	-385.9685	0.06259643
100	4350.338	4737.874	-387.5358	0.05954563
200	4336.637	4722.993	-386.3559	0.06354504
300	4342.15	4729.452	-387.3011	0.06215214
400	4328.438	4715.029	-386.5901	0.06254597
500	4352.438	4738.209	-385.7702	0.0636553
600	4338.517	4724.023	-385.5057	0.06523541
700	4342.243	4729.347	-387.1037	0.05967359
800	4337.31	4725.743	-388.4324	0.05818307
900	4315.277	4704.142	-388.8654	0.05723576
1000	4315.721	4704.579	-388.8584	0.05962973
