Iteration	Posterior	Likelihood	Prior	sigma
0	3011.058	3427.84	-416.7823	0.06909231
100	3042.596	3458.725	-416.1281	0.06163944
200	3086.622	3502.545	-415.9227	0.06548828
300	3073.479	3489.523	-416.0442	0.06561023
400	3086.046	3506.488	-420.4419	0.05834101
500	2968.505	3386.798	-418.2929	0.06160625
600	2994.366	3417.241	-422.8756	0.06164868
700	2877.868	3297.415	-419.547	0.07016685
800	3024.691	3442.741	-418.0505	0.05821117
900	3000.397	3415.197	-414.8	0.06434262
1000	3031.234	3441.048	-409.8136	0.07052797
