Iteration	Posterior	Likelihood	Prior	sigma
0	4016.154	4415.54	-399.3854	0.05384337
100	4052.856	4448.739	-395.8825	0.0537097
200	4030.305	4429.95	-399.6452	0.05142919
300	3984.971	4383.341	-398.37	0.05368291
400	4048.781	4445.356	-396.575	0.05566084
500	4091.351	4486.857	-395.5063	0.05628426
600	4074.785	4469.661	-394.8758	0.05526075
700	4076.918	4473.735	-396.8177	0.05262642
800	4114.924	4509.139	-394.2149	0.05450329
900	4060.521	4458.468	-397.9464	0.05324011
1000	4060.997	4458.432	-397.4354	0.05267513
