Iteration	Posterior	Likelihood	Prior	sigma
0	1622.735	2035.331	-412.5968	0.1578987
100	1828.465	2245.125	-416.6593	0.1288558
200	1766.947	2184.212	-417.2651	0.1079419
300	1952.483	2372.233	-419.7504	0.1102631
400	1674.431	2091.268	-416.8369	0.1251969
500	1784.826	2203.38	-418.5536	0.1063717
600	1720.59	2140.33	-419.7399	0.1144811
700	1720.295	2135.459	-415.1648	0.1474758
800	1874.297	2286.851	-412.5535	0.1000317
900	1709.326	2128.141	-418.8158	0.1211804
1000	1740.752	2155.325	-414.5723	0.1263549
