Iteration	Posterior	Likelihood	Prior	sigma
0	160.9473	580.0161	-419.0689	0.3991736
100	-454.1786	-35.72832	-418.4503	0.5630532
200	271.6314	687.5011	-415.8697	0.3967609
300	-944.5728	-526.4096	-418.1633	0.1142402
400	1338.582	1755.747	-417.1643	0.1740707
500	-1071.197	-654.6632	-416.534	0.7973329
600	124.6785	538.8828	-414.2043	0.1879236
700	1500.806	1917.353	-416.5471	0.1358444
800	1228.551	1644.401	-415.8496	0.1877279
900	-753.4475	-335.9313	-417.5162	0.6783567
1000	349.4577	770.1305	-420.6728	0.3492928
