Iteration	Posterior	Likelihood	Prior	sigma
0	997.6054	1413.505	-415.8999	0.08613356
100	699.9115	1113.885	-413.9732	0.1819525
200	1326.554	1745.219	-418.665	0.1547295
300	-1570.705	-1151.425	-419.2808	0.9893348
400	-3227.198	-2815.246	-411.9518	2.551498
500	-1297.818	-881.9177	-415.8999	0.944732
600	144.5787	563.1135	-418.5348	0.3904608
700	1375.254	1792.363	-417.1092	0.1971936
800	861.2693	1274.033	-412.7641	0.14453
900	-227.9157	183.6823	-411.598	0.3946097
1000	-1023.827	-607.2248	-416.6018	0.7412075
